SMILES
CCCOc1c(F)c(F)c([B-](F)(F)F)c(F)c1F
CC(=C(C#N)C#N)[C-](C#N)C#N
FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1
O=S(=O)([O-])CC(O)CNC(CO)(CO)CO
CCCS(=O)(=O)[O-]
O=C([C-]C(=O)C(F)(F)F)c1ccco1
FC(F)(F)C(O[Al-](OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
O=C([O-])CCCCC(=O)O
N#Cc1ccc2cn[n-]c2c1
O=C([O-])c1ccccc1O
O=S(=O)([O-])OCCCC(F)(F)C(F)(F)F
C[N-]S(=O)(=O)c1ccc(N)cc1
CC(C)c1ncc[n-]1
COC(=O)CC(=O)[O-]
CCCCCCCC/C=C\CCCCCCCC(=O)[O-]
N[C@H](Cc1ccccc1)C(=O)[O-]
CCc1ncc[n-]1
COCCOCCOCCOCC(=O)[O-]
O=C([O-])c1c2ccccc2cc2ccccc12
O=C([O-])CC1CCCC1
CN(C)c1cccc([O-])c1
Fc1c(F)c(F)c([B-](F)(F)F)c(F)c1F
N#C[S-]
CC1(C)CC(=O)C=C([O-])C1
O=C([O-])[C@H](O)[C@@H](O)C(=O)O
O=C([O-])c1ccccc1C(=O)O
O=P([O-])(F)F
C/C=C/C(=O)[O-]
COc1cc(C(=O)[O-])ccc1O
C[C@@H](O)[C@H](N)C(=O)[O-]
COC(=O)C(=O)[O-]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CSCC[C@H](N)C(=O)[O-]
Nc1cc[n-]n1
CCC[B-](F)(F)F
NC(=O)CC[C@H](N)C(=O)[O-]
COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1
CCOCC(=O)[O-]
O=S(=O)([O-])C[C@@H](O)CN1CCOCC1
C=C(C)[C@@H]1CC[C@@H](C)C[C@H]1Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F
N#C[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)N[C@H](C(=O)[O-])C(C)C
CC(=O)N[C@@H](CC(C)C)C(=O)[O-]
FC(F)(F)[N-]C(F)(F)F
CCCc1ncc[n-]1
CC(Oc1ccc(Cl)cc1Cl)C(=O)[O-]
CCCCCCCCC(=O)[O-]
COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1
CC(C)(C)c1ccc(C(=O)[O-])cc1
O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F
O=C([O-])c1ccccc1S
Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1Oc1ccccc1
Br[I-]Br
O=S(=O)([O-])c1ccccc1
[O-]C(c1ccccc1)C(F)(F)F
N#CC(C#N)=C[C-](C#N)C#N
Clc1n[n-]c2ccccc12
c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1
COc1c(F)c(F)c([B-](F)(F)F)c(F)c1F
O=C1O[B-](F)(F)OC1=O
N[C@@H](CCC(=O)O)C(=O)[O-]
F[B-](F)(F)c1cccc(C(F)(F)F)c1
O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)C(F)(F)F
CC(C)[C@H]1CC[C@H](C)C[C@@H]1OS(=O)(=O)[O-]
C[C@@H](CC#N)[B-](F)(F)F
CC(C)(C)C(=O)[C-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
C[C@H](N)C(=O)[O-]
O=C1CCC[N-]1
CC(=O)[C-]C(=O)C(F)(F)F
CC(=O)N[C@@H](C)C(=O)[O-]
O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
N#C[B-](F)(F)C#N
[CH2-]C#N
O=[PH]([O-])O
N[C@@H](Cc1ccc2ccccc2c1)C(=O)[O-]
O=S(=O)([O-])C(F)(F)[C@@H](F)C(F)(F)F
COc1ccc([B-](F)(F)F)cc1
c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1
CCCCC(CC)COP(=O)([O-])OCC(CC)CCCC
[O-]C1CCC(F)CC1
Cl[Al-](Cl)(Cl)Cl
N#C[B-](F)(F)C(F)(F)F
O=C(C=C([O-])c1ccccc1)c1ccccc1
O=C([O-])C1([N+](=O)[O-])N=CN=N1
CCS(=O)(=O)[O-]
CCCCCC(=O)[O-]
O=C1CC(=O)O[B-]2(O1)OC(=O)CC(=O)O2
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
N#Cc1cccc([B-](F)(F)F)c1
CCP(=O)([O-])O
CC(C)[C@H](N)C(=O)[O-]
Cc1ncc[n-]1
CCCCCCCCCCCCCCCC(=O)[O-]
CC(=O)Oc1ccccc1C(=O)[O-]
CC1(C)C2CCC1(C)C(Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F)C2
O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F
O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
C[C@@]1(C(=O)[O-])CCCN1
O=C([CH-]C(=O)C(F)(F)F)c1ccco1
N#C[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)CO[B-](OCC(F)(F)F)(OCC(F)(F)F)OCC(F)(F)F
N#C[B-](F)(C#N)C(F)(F)C(F)(F)F
CC(=O)[CH-]C(=O)C(F)(F)F
O=C1CC(=O)O[B-](F)(F)O1
O=[S@](C[C-](C[S@](=O)C(F)(F)F)O[S@@](=O)C(F)(F)F)C(F)(F)F
O=C([O-])C(F)F
CCCCCCOP[O-]
CC(C)(C)Oc1c(F)c(F)c([B-](F)(F)F)c(F)c1F
Br[Al-](Br)(Br)Br
O=S(=O)([O-])C[C@H](O)CN1CCOCC1
O=C1C=C([O-])c2ccccc21
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C/C=C(\C)C(=O)[O-]
NS(=O)(=O)[O-]
O=S(=O)([O-])F
CO[C@H](C(=O)[O-])c1ccccc1
O=C([O-])COc1ccc2ccccc2c1
O=C([O-])CCl
C[C@H](CC(C)(C)C)CP(=O)([O-])C[C@H](C)CC(C)(C)C
CC(C)C[C@H](N)C(=O)[O-]
N#C[B-](F)(C#N)C(F)(F)F
COCCOCCOCC(=O)[O-]
CC(=O)O[B-](F)(F)OC(C)=O
Cc1cc(Cl)ccc1OC(C)C(=O)[O-]
O=C([C-]C(=O)C(F)(F)F)c1cccs1
[2H]C([2H])([2H])OS(=O)(=O)[O-]
CCCC[B-](F)(F)F
CCCCOS(=O)(=O)[O-]
CCP(=O)(CC)[N-]P(=O)(CC)CC
CCCCCCOS(=O)(=O)[O-]
COc1ccccc1[B-](F)(F)F
[c-]1nc[nH]n1
Cc1cc(Cl)ccc1OCC(=O)[O-]
CCCCCCOC(=O)C[C@@H](C(=O)OCCCCCC)[C@@H](C(=O)OCCCCCC)S(=O)(=O)[O-]
COCC(=O)[O-]
CCCCCCCCS(=O)(=O)[O-]
[F-]
C[C@H](O)[C@H](N)C(=O)[O-]
Clc1nc[n-]c1Cl
Cc1cn[n-]c1
C[Si](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
O=C(O)CC(O)(CC(=O)O)C(=O)[O-]
CCCCC(CC)CN(CC(CC)CCCC)C(=O)C(=O)[O-]
Cc1cccc([O-])c1
CC=CC(=O)[O-]
CCC[C@H](N)C(=O)[O-]
O=P([N-]P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2
CC1(C)[C@@H]2CC[C@H]1[C@@H](S(=O)(=O)[O-])C2=O
Cc1cc[n-]n1
N#Cc1nc(C(F)(F)F)[n-]c1C#N
CCCCCCCC[C@@H](CCCCCC)C(=O)[O-]
O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1
CC(CC#N)[B-](F)(F)F
O=C1O[B-]2(OC(=O)[C@H](c3ccccc3)O2)O[C@H]1c1ccccc1
O=C([O-])CC(=O)O
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F
CCCCCCCCCCCCOS(=O)(=O)[O-]
N#C[B-](F)(C#N)C#N
CC(C)C[C@@H](N)C(=O)[O-]
CSCC[C@@H](N)C(=O)[O-]
[O-]c1cccc(Cl)c1
O=C([O-])COc1ccc(Cl)cc1Cl
Fc1ccc([B-](F)(F)F)cc1
N[C@@H](CO)C(=O)[O-]
O=C([O-])C=Cc1ccccc1
CCOCCOS(=O)(=O)[O-]
Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F
Cc1ccc([O-])c(C)c1
CCCCCCCCCCCCCC(=O)[O-]
CC(C)c1ccc([O-])cc1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([B-](c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
O=[N+]([O-])[N-][N+](=O)[O-]
CCCCCCCCC=CCCCCCCCC(=O)[O-]
O=S(=O)(N=S(=O)([O-])C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
[BH4-]
Cc1ccc(C(=O)[O-])cc1C
O=C1O[B-]2(OC(=O)c3ccccc3O2)Oc2ccccc21
Fc1cccc([B-](F)(F)F)c1
CCCC[C@@H](CC)CO[P@](=O)([O-])OC[C@@H](CC)CCCC
CCCCCCCC[Si](C)(C)c1ccc([B-](c2ccc([Si](C)(C)CCCCCCCC)cc2)(c2ccc([Si](C)(C)CCCCCCCC)cc2)c2ccc([Si](C)(C)CCCCCCCC)cc2)cc1
C[Si](C)(CCC(F)(F)F)c1ccc([B-](c2ccc([Si](C)(C)CCC(F)(F)F)cc2)(c2ccc([Si](C)(C)CCC(F)(F)F)cc2)c2ccc([Si](C)(C)CCC(F)(F)F)cc2)cc1
O=P([O-])(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
CCCCCCCCOP[O-]
O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)C(F)(F)F
O=S(=O)([O-])CCN(CCO)CCO
CCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-]
CC(C)(C)c1ccc([O-])cc1
N#CC(C#N)=C(C#N)[C-](C#N)C#N
CCCOS(=O)(=O)[O-]
COc1cccc([B-](F)(F)F)c1
C[C@H](O)C(=O)[O-]
N[C@@H](Cc1ccccc1)C(=O)[O-]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
I[I-]I
O=C([O-])C=Cc1ccc(O)cc1
O=[N+]([O-])c1ncc[n-]1
CCOP(=S)([S-])OCC
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([B-](c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)(c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1
O=C([O-])C1CCCC1
O=C([O-])O
CC(C)CC(C)(C)CP(=O)([O-])CC(C)(C)CC(C)C
Cc1cc(C)[n-]n1
F[B-](F)(F)C(F)(F)C(F)(F)F
COC(=S)[S-]
COCCOCC(=O)[O-]
CCCCCCCCCCC(=O)[O-]
Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1OCCc1ccccc1
Cc1ccc([O-])cc1
N#C[B-](C#N)(C#N)C(F)(F)C(F)(F)F
CCCCCCCCCCCCCCCCOS(=O)(=O)[O-]
FC(F)(F)C(O[B-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
O=C([O-])CO
CCCCC(CC)CCC(=O)[O-]
CCCCCCO[PH](=O)[O-]
COc1c(Cl)ccc(Cl)c1C(=O)[O-]
O=C([O-])C1CC1
N#Cc1ccc([B-](F)(F)F)cc1
O=S(=O)([O-])OCC(F)(F)C(F)F
