SMILES
CP(=O)([O-])O
CC(C)C(=O)[O-]
NCCS(=O)(=O)[O-]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)[O-]
CC(C)(C)C(=O)[O-]
CC1=CC(=O)[N-]S(=O)(=O)O1
O=S(=O)([O-])C(F)(F)C(F)(F)F
CC(O)C(=O)[O-]
O=C([O-])C1CCCN1
CNCC(=O)[O-]
NCC(=O)[O-]
FC(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
NCCCCC(N)C(=O)[O-]
O=C([O-])CNCC(=O)O
O=S1(=O)N=C([O-])c2ccccc21
CC(CC(C)(C)C)P(=O)([O-])C(C)CC(C)(C)C
CC(N)C(=O)[O-]
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCC(C)C(N)C(=O)[O-]
CC(=O)CCC(=O)[O-]
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-]
NC(=O)CCC(=O)[O-]
[Br-]
F[B-](F)(F)F
[Cl-]
N#C[N-]C#N
O=[N+]([O-])[O-]
F[P-](F)(F)(F)(F)F
[N-]=C=S
N#C[B-](C#N)(C#N)C#N
N#C[C-](C#N)C#N
O=S(=O)([O-])O
O=S(=O)(F)[N-]S(=O)(=O)F
O=S(=O)(N=S(=O)([O-])C(F)(F)F)C(F)(F)F
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
O=C[O-]
O=C([O-])C(F)(F)F
O=C([O-])C(F)(F)C(F)(F)C(F)(F)F
COS(=O)(=O)[O-]
CCOS(=O)(=O)[O-]
COCCOCCOS(=O)(=O)[O-]
CS(=O)(=O)[O-]
O=S(=O)([O-])C(F)(F)F
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
Cc1ccc(S(=O)(=O)[O-])cc1
CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1
COP(=O)([O-])OC
CCOP(=O)([O-])OCC
CCCCOP(=O)([O-])OCCCC
O=S(=O)([C-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F)C(F)(F)F
O=[N+]([O-])c1ccc([O-])cc1
[O-]c1ccccc1
COc1ccc([O-])cc1
COCCOS(=O)(=O)[O-]
c1c[n-]cn1
[O-]c1ccccn1
N=C(N)NCCCC(N)C(=O)[O-]
CCC(=O)[O-]
NC(Cc1cnc[nH]1)C(=O)[O-]
CC(C)CC(N)C(=O)[O-]
CSCCC(N)C(=O)[O-]
CC(C)C(N)C(=O)[O-]
NC(CC1=C[N]C=N1)C(=O)[O-]
NC(CCC(=O)O)C(=O)[O-]
NC(Cc1ccc(O)cc1)C(=O)[O-]
c1nnc[n-]1
c1cn[n-]c1
CC(O)C(N)C(=O)[O-]
N#CC=C=[N-]
CNCCCC(=O)[O-]
NCCCC(=O)[O-]
NCCCCCC(=O)[O-]
c1cn[n-]n1
c1ccc2[n-]cnc2c1
NC(=O)CC(N)C(=O)[O-]
[N-]=C=C1C=CC=N1
O=[N+]([O-])c1cn[n-]c1
NC(CO)C(=O)[O-]
CC(=O)N=C(C)[O-]
O=C1N=C([O-])c2ccccc21
[O-]c1ccccc1F
[O-]c1cccc(F)c1
[O-]c1ccc(F)cc1
CCCC(=O)[O-]
CN(C)CC(=O)[O-]
Cc1cc([O-])n(C)n1
Cc1cc([O-])n[nH]1
[O-]c1cccc2ccccc12
[O-]c1c(Cl)cc(Cl)cc1Cl
[O-]c1ccc(Cl)cc1Cl
[O-]c1ccc2ccccc2c1
CSc1nc2ccccc2[n-]1
FC(F)(F)c1cc[n-]n1
Cc1cc(C(F)(F)F)[n-]n1
[O-]c1ccc(Cl)cc1
Cn1ccc([O-])n1
CN(C)c1ccc([O-])cc1
COc1cccnc1[O-]
[O-]c1cccnc1
COC(=O)C1=NC=NC1=C([O-])OC
N#CC1=NC=NC1=C=[N-]
Brc1c[n-]cn1
[O-]c1ccccc1C(F)(F)F
Cc1c[n-]cn1
Cc1ccccc1[O-]
COc1ccccc1[O-]
[O-]C=C1C=NC=N1
O=Cc1ccc([O-])cc1
[O-]c1ccccc1Cl
CCOC(=O)c1ccc([O-])cc1
CC(=O)c1ccc([O-])cc1
O=[N+]([O-])c1c[n-]cn1
O=[N+]([O-])c1ccccc1[O-]
[O-]c1ccncc1
Cn1nccc1[O-]
Brc1ccc2[n-]cnc2c1
c1ccc2n[n-]nc2c1
CC(=C=[N-])C#N
CC(=O)C=C(C)[O-]
CS(=O)(=O)C=C=[N-]
CCN(CC)C(=O)[C-]C#N
c1ccc2n[n-]cc2c1
NCc1nnn[n-]1
NCS(=O)(=O)[O-]
Cc1cccc(C(=O)[O-])c1N
Nc1ncccc1C(=O)[O-]
Cc1cc(C(=O)[O-])ccc1N
Nc1ccc(C(=O)[O-])cn1
[O-]c1ccc(C=Cc2ccccc2)cc1
[N-]=C=CC(=O)c1ccccc1
CC(=O)C=C([O-])c1ccccc1
[N-]=C=CS(=O)(=O)c1ccccc1
[O-]c1ccc(N=Nc2ccccc2)cc1
[O-]c1ccc(-c2ccccc2)cc1
c1nnn[n-]1
NCCC(=O)[O-]
O=P([O-])(O)O
CC1(C)CC(OS(=O)(=O)[O-])CC(C)(C)N1[O]
C[C@H](CC#N)[B-](F)(F)F
O=S(=O)([O-])C(F)(F)C(F)(F)O[C@@H](F)C(F)(F)F
Cc1n[n-]cc1Br
CC[C@H](C)[C@H](NC(C)=O)C(=O)[O-]
Cc1ccc(S(=O)(=O)[N-]Cl)cc1
CCCCCCCCO[PH](=O)[O-]
CC[B-](F)(F)F
O=C([C-]C(=O)C(F)(F)F)C(F)(F)F
[O-][Cl+2]([O-])[O-]
C[C@@H](N)C(=O)[O-]
O=S(=O)([O-])CC(O)CN1CCOCC1
Cl[Al-](Cl)(Cl)[Cl+][Al-](Cl)(Cl)Cl
O=C([O-])c1cccnc1
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
Brc1cn[n-]c1
CCCCOP[O-]
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
O=C([O-])C1([N+](=O)[O-])N=NN=N1
Nc1cccc(S(=O)(=O)[O-])c1
O=C([O-])c1nc([N+](=O)[O-])c([N+](=O)[O-])[nH]1
N=C(N)NCCC[C@H](N)C(=O)[O-]
[NH-]S(=O)(=O)C(F)(F)F
CCO[PH](=O)[O-]
CCOC(=O)CC(=O)[O-]
c1ccc(-c2ncc[n-]2)cc1
O=P([O-])(O)OP(=O)(O)O
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC(=O)c1ccc(S(=O)(=O)[O-])cc1C(=O)OC
CCCCO[PH](=O)[O-]
CS(=O)(=O)[N-]S(C)(=O)=O
O=S(=O)([O-])c1ccc2c(c1)OCCOCCOCCOCCO2
[O-][Cl+3]([O-])([O-])[O-]
[S-]c1ccccc1SSCCS
COc1cc(C=CC(=O)[O-])ccc1O
CCCCC(CC)C(=O)[O-]
CCCC[C@@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S(=O)(=O)[O-]
N#C[B-](C#N)(C#N)C(F)(F)F
CCCCCOS(=O)(=O)[O-]
O=S(=O)([O-])CC(O)CNC1CCCCC1
CC[C@@H](C)[C@H](N)C(=O)[O-]
O=S(=O)([O-])C[C@H](O)CNC1CCCCC1
O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)C(F)(F)F
O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)[O-]
CCCC[C@H](CC)COC(=O)C[C@@H](C(=O)OC[C@@H](CC)CCCC)S(=O)(=O)[O-]
CC([O-])=S
CCCCCCCCCCOS(=O)(=O)[O-]
N[C@@H](CC(=O)[O-])C(=O)O
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O
CC(C)[C@@H](N)C(=O)[O-]
CCCCCCCCOS(=O)(=O)[O-]
CCCCCCCCCCCCC(=O)[O-]
Cc1cccc(Nc2ccccc2C(=O)[O-])c1C
CCN(CC)C(=S)[S-]
Cc1ccc2ccccc2c1C(=O)[O-]
O=S(=O)([O-])C(F)(F)C(F)C(F)(F)F
O=C([CH-]C(=O)C(F)(F)F)c1cccs1
CCCCCCOC(=O)CC(C(=O)OCCCCCC)C(C(=O)OCCCCCC)S(=O)(=O)[O-]
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)[O-]
F[B-](F)(F)C(F)(F)C(F)(F)C(F)(F)F
O=P([O-])(C(F)(F)F)C(F)(F)F
Cc1ncc([N+](=O)[O-])[n-]1
C=C1O[B-](F)(F)OC1=C
O=S(=O)([O-])OCC(F)(F)F
F[B-](F)(F)c1ccc(C(F)(F)F)cc1
CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O
Cl[I-]Cl
O=C([O-])C(F)(F)C(F)(F)F
[S-]c1ccccc1S
O=C(O)c1ccccc1S(=O)(=O)[O-]
Brc1cccc2[n-]ncc12
O=C([O-])[C@@H]1CCCN1
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C
FC(F)(F)C(O[Al-](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F
O=C([O-])c1ccncc1
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1
CCCCCCS(=O)(=O)[O-]
O=S(=O)([O-])NC1CCCCC1
CC(C)C1=CC2=CCC3C(C)(C(=O)[O-])CCCC3(C)C2CC1
C[B-](F)(F)F
COC(=C(C#N)C#N)[C-](C#N)C#N
N#C[B-](F)(F)F
CC(C)Cc1ccc([C@@H](C)C(=O)[O-])cc1
S=c1nc[n-][nH]1
Cc1cccc(C)c1[O-]
N[C@@H](CS)C(=O)[O-]
O=C([O-])CCCCCC(=O)O
O=C([O-])CCC1CCCCC1
[O-]CC(F)(F)F
O=C([O-])Cc1ccccc1
CC[C@H](C)[C@H](N)C(=O)[O-]
CCc1nc(C)c[n-]1
CCCC[B-](CCCC)(CCCC)CCCC
O=S(=O)([O-])C(F)(F)C(F)(F)OC(F)(F)C(F)F
NC(=O)C[C@H](N)C(=O)[O-]
O=S(=O)([O-])C(F)(F)[C@H](F)OC(F)(F)C(F)(F)F
Br[Fe-](Br)(Br)Br
O=C([O-])[C@@]1([N+](=O)[O-])N=CN=N1
[N-]=[N+]=[N-]
Nc1ccc(S(=O)(=O)[O-])cc1
Brc1ccc2[n-]ncc2c1
O=S(=O)([O-])c1ccccc1I
O=C([CH-]C(=O)C(F)(F)F)C(F)(F)F
Fc1c(F)c([B-](F)(F)F)c(F)c(F)c1OCc1ccccc1
CCN(CC)C(=O)[O-]
CC(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
O=C([O-])CCCc1ccccc1
CCOCCOCCOS(=O)(=O)[O-]
CCCCCCCCCCCCCCCCCC(=O)[O-]
F[B-](F)(F)c1ccccc1
CO[PH](=O)[O-]
N#C[B-](F)(F)C(F)(F)C(F)(F)F
CCCCS(=O)(=O)[O-]
O=[N+]([O-])c1nnc[n-]1
Cc1ccc2nc[n-]c2c1
CC=C(C)C(=O)[O-]
CCCCCCCCC(CCCCCC)C(=O)[O-]
[OH-]
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-]
CCCC[C@H](N)C(=O)[O-]
Ic1cc[n-]n1
O=C([O-])C(=O)O
N[C@@H](Cc1c[nH]cn1)C(=O)[O-]
[C-]#N
O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
O=S(=O)([O-])OCC(F)(F)C(F)(F)C(F)(F)C(F)F
O=S(=O)([N-]S(=O)(=O)OCC(F)(F)F)OCC(F)(F)F
[c-]1nnn[nH]1
[O-]c1ccc(C(F)(F)F)cc1
O=S(=O)([O-])C(F)(F)C(F)F
CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-]
CCCCCCCC(=O)[O-]
C=C[B-](F)(F)F
O=C([O-])c1cccc(S(=O)(=O)O)c1
CCCCN(C)C(=O)[O-]
Cc1ccccc1S(=O)(=O)[O-]
O=C([O-])c1ncc[nH]1
CCCCCCCCCCCCCCCCC(=O)[O-]
N[C@@H](Cc1ccc(O)cc1)C(=O)[O-]
O=C([O-])c1ccc2ccccc2c1
NCCCC[C@H](N)C(=O)[O-]
Cc1cc(Cl)ccc1OCCCC(=O)[O-]
Brc1ccc2cn[n-]c2c1
O=C([O-])C1CCCCC1
CCCC[C@@H](CC)COC(=O)[C@@H](C(=O)OC[C@@H](CC)CCCC)S(=O)(=O)[O-]
N#CCC(=C(C#N)C#N)[C-](C#N)C#N
O=C([O-])CSCc1ccccc1
O=C([O-])c1ccccn1
Fc1ccccc1[B-](F)(F)F
CCCCC(=O)[O-]
Cl[Fe-](Cl)(Cl)Br
O=S(=O)([O-])Cl
CC(C)(C)C(=O)[CH-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
COc1cccc([O-])c1
O=C([O-])C12CC3CC(CC(C3)C1)C2
CCCCCC(C)CCC(=O)[O-]
O=C([O-])C=CC(=O)O
CSc1ccccc1C(=O)[O-]
CCOP[O-]
O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)F
[c-]1c[nH]nn1
CC1CCCCN1C(=O)[O-]
O=C([O-])CCC(=O)O
[I-]
N#C[N-][N+](=O)[O-]
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-]
