compound_smiles,viscosity_value,temperature_K,pressure_kPa
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Clc1nc[n-]c1Cl,0.789,298.15,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.788,283.15,40050.0
N#CCCn1cc[n+](Cc2ccccc2)c1.N#C[S-],0.788,308.15,101.325
CC1=CC(=O)[N-]S(=O)(=O)O1.CCCCCCn1cc[n+](C)c1,0.788,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cc1ncc([N+](=O)[O-])[n-]1,0.786,303.15,101.325
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-].CCCCn1cc[n+](CCC#N)c1,0.786,328.15,101.325
CCOC(=O)C[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.786,293.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.784,296.57,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.784,262.61,100.0
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.783,303.15,100.0
CCCCCC[n+]1ccn(C)c1.[Cl-],0.783,323.15,101.0
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.781,283.53,680.0
S1C(=CC=C1)C(=O)[O-].C(CCC)[P+](CCCC)(CCCC)CCCC,0.781,303.0,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.78,283.0,100.0
CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CNC1CCCCC1,0.78,328.15,100.0
CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])c1ccccc1,0.78,318.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.N[C@@H](CO)C(=O)[O-],0.78,303.15,101.325
N[C@@H](CCCCN)C(=O)[O-].C(CCC)N1C=[N+](C=C1)C=C,0.78,343.15,101.3
CCOS(=O)(=O)[O-].CC[N+]1(C)CCOCC1,0.78,328.15,101.0
COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,0.78,298.15,101.325
CCCCCCCCCC[n+]1ccn(C)c1.[Cl-],0.78,333.15,100.0
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.Oc1cc[nH+]cc1,0.78,293.0,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.779,283.15,101.325
CCCC[n+]1ccn(C)c1.O=C([O-])c1ccccc1O,0.778,298.15,101.325
CCCCNC(=O)Cn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.777,298.15,101.325
CCCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],0.776,313.15,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.775,283.53,140.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.774,283.15,101.325
CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.774,293.0,101.325
CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,0.772,303.15,101.0
CCCCC[n+]1ccn(C)c1C.O=S(=O)([O-])O,0.772,288.15,101.325
CC(=O)[O-].CCCC[NH3+],0.772,293.15,100.0
CC(=O)[O-].CCCC[NH3+],0.772,293.15,101.325
CC(O)C(=O)[O-].CCCCCC[n+]1ccn(C)c1,0.77,298.1,101.325
CS(=O)(=O)[O-].C(C)OCC[P+](CCCC)(CCCC)CCCC,0.77,298.1,101.325
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.77,313.15,101.0
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.77,298.15,100.0
CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](CCC#N)c1,0.768,323.15,101.325
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,0.766,283.15,101.325
CC(=O)[O-].CCCC[NH3+],0.765,298.15,93.2
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],0.764,318.15,101.325
CC[n+]1ccn(C)c1.NCCS(=O)(=O)[O-],0.761,293.15,101.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.76,283.15,100.0
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,0.76,310.9,100.0
CC(C)[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.76,278.0,101.325
CP(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,0.76,298.1,101.325
Brc1c[n-]cn1.CCCCCCCC[P+](CC)(CC)CC,0.76,293.0,101.0
CCCC[n+]1ccn(C)c1.COP(=O)([O-])OC,0.76,293.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.757,297.2,101.325
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.757,303.15,101.0
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.757,303.15,101.325
CCCCC/C=C\C/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.756,280.15,101.325
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,0.755,333.0,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#Cc1nc[n-]c1C#N,0.754,293.15,101.325
CCCCn1cc[nH+]c1-c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.754,293.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.753,293.15,5000.0
CCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.753,303.15,101.325
CCCCCCCCn1cc[n+](CCC#N)c1.O=S(=O)([O-])C(F)(F)F,0.753,318.15,101.325
COCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,0.75,293.0,101.325
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccccc1S(=O)(=O)[O-],0.75,323.15,101.0
CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.CCCCCCCCCCCCc1ccc(S(=O)(=O)[O-])cc1,0.75,323.15,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.749,278.15,101.325
CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCC[N+](CCCCCC)(CCCCCC)CCCCCC,0.749,308.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.745,263.41,100.0
CCCC[n+]1ccc(C)cc1.F[B-](F)(F)F,0.745,283.15,990.0
CCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],0.745,293.15,101.325
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,0.745,323.05,101.325
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.744,303.15,64330.0
CCCCCCCC[n+]1ccc2ccccc2c1.N#C[S-],0.744,313.15,101.325
CCCCOC(=O)c1ccc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.744,293.0,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.742,297.33,101.325
CCCCCCOC(=O)CC(C(=O)OCCCCCC)C(C(=O)OCCCCCC)S(=O)(=O)[O-].CCCC[n+]1ccn(C)c1,0.741,323.15,101.325
CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.74,263.2,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.74,283.0,101.325
CCCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,0.74,298.15,100.0
CCCCCCC(=O)[O-].CN(C)C(=[NH2+])N(C)C,0.74,303.15,100.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[P+](CCCC)(CCCC)CCCC.[N-](C#N)C#N,0.74,303.15,101.325
CCCC[N+](C)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],0.74,313.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.NCCCC[C@H](N)C(=O)[O-],0.74,298.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.C[C@@H](O)[C@H](N)C(=O)[O-],0.74,298.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.739,283.15,101.325
C(C=1C(C(=O)O)=CC=CC1)(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,0.738,298.1,101.325
CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.737,293.15,101.325
CCCCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],0.737,353.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.736,263.42,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1c[n-]cn1,0.735,298.15,101.325
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,0.735,308.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.734,298.15,100.0
C(C=1C(C(=O)O)=CC=CC1)(=O)[O-].C(CCCCCCC)[NH+](CCCCCCCC)CCCCCCCC,0.734,298.1,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.732,298.15,100.0
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.732,296.1,101.325
CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.731,283.15,19890.0
CC1(C)CC([O-])=CC(=O)C1.CCCCCCCC[P+](CCCC)(CCCC)CCCC,0.731,298.195,101.325
CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],0.731,303.0,101.325
CCCCCCCCn1cc[n+](C)c1.[I-],0.73,308.15,101.325
C/C=C(\C)C(=O)[O-].C[N+](C)(C)CCO,0.73,328.52,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.73,283.1,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.73,268.15,101.325
CCCC[N+]1=CN(C=C1)C=C.C(C(=O)[O-])N,0.73,353.15,101.3
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.73,283.0,101.325
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],0.73,293.15,101.0
CCOCC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],0.73,303.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.729,273.15,50310.0
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.729,303.0,101.325
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],0.729,293.15,100.0
CCCCCCCC[n+]1ccn(CCC#N)c1.[Br-],0.728,348.15,101.325
CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.727,293.0,101.325
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)c1ccccc1,0.725,303.0,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.724,278.15,101.325
C[N+](C)(C)CCO.NCCC(=O)[O-],0.723,318.15,101.325
CCCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,0.723,298.0,101.325
CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,0.722,298.15,101.325
COCC[N+]1(C)CCOCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.722,298.15,101.325
CCCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,0.721,298.15,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.72,298.15,60800.0
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,0.72,310.61,100.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]S(=O)(=O)C(F)(F)F,0.72,326.64,101.325
C[n+]1ccn(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.72,303.72,101.325
CCC(=O)[O-].C[N+](C)(C)CCO,0.72,318.08,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.72,278.0,101.325
CCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,0.72,298.15,101.325
Brc1c[n-]cn1.CCCCCCCC[P+](CC)(CC)CC,0.72,293.5,101.0
CCCC[N+](C)(CCCC)CCCC.NCCS(=O)(=O)[O-],0.72,323.15,101.325
C[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0.72,293.0,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.719,288.15,101.325
CCCC[P+](C)(CCCC)CCCC.COS(=O)(=O)[O-],0.719,293.15,101.325
C(CCC(=O)C)(=O)[O-].C[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.719,303.15,101.325
Cn1cc[n+](CCCC(=O)O)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.719,303.0,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.718,297.94,101.325
CCCCCCCCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.718,293.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.716,308.15,48400.0
CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.716,283.15,101.325
CS(=O)(=O)[O-].C[N+](C)(CCO)CCO,0.716,308.15,101.0
C[C@H](N)C(=O)[O-].C[N+](C)(C)CCO,0.715,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.714,297.7,101.325
Cn1cc[n+](CCO)c1.O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.713,298.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.712,298.15,101.325
CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],0.712,323.15,101.325
CCCCCC(=O)[O-].C[N+](C)(C)CCO,0.711,298.15,101.325
CCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.71,258.2,100.0
CC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.71,238.2,100.0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCn1c[n+](C)cc1.[O-]C(=O)C,0.71,324.59,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.71,293.0,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cn[n-]c1,0.71,298.15,101.325
Brc1cccc2[n-]ncc12.CCCCCCCC[P+](CC)(CC)CC,0.71,303.2,101.0
C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,0.71,313.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-],0.71,303.15,101.325
C(CCCCCCCCCCCCCCCCC)(=O)[O-].C(C)[N+](CC)(CC)CC,0.71,313.0,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.71,298.1,101.325
CCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.71,298.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cl[Fe-](Cl)(Cl)Cl,0.709,308.15,101.325
CCCC[N+](CCO)(CCO)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.709,303.15,100.0
Cn1cc[n+](CC#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.709,288.15,101.325
N#CCCn1cc[nH+]c1.O=S(=O)([O-])O,0.708,323.15,101.325
CCCCCC[n+]1cc(C)cc(C)c1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.708,283.0,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.707,293.15,100.0
CCCC[n+]1ccn(CCCCCCO)c1.[Cl-],0.707,303.15,101.325
C[N+]1(CCCO)CCOCC1.N#C[C-](C#N)C#N,0.707,303.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],0.706,318.15,101.325
CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.c1c[n-]nn1,0.706,293.15,101.325
CCCC[n+]1ccn(CCC#N)c1.[Br-],0.706,338.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.705,298.08,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.705,293.15,100.0
CC(=O)[O-].CCC[n+]1ccn(C)c1,0.705,293.15,101.325
CCCCCCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],0.705,293.15,101.325
CCCCCC[n+]1ccc(C#N)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.704,298.15,101.325
Cn1cc[n+](CCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.704,308.15,101.325
CCCCn1cc[n+](C)c1.O=C1O[B-](F)(F)OC1=O,0.702,273.15,101.325
CCCCCCCCn1cc[n+](CCC#N)c1.O=C([O-])c1cccc(S(=O)(=O)O)c1,0.702,333.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.701,298.15,22000.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.701,268.15,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.7,283.15,30150.0
CCCCCCCC[n+]1cccc(C#N)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.7,308.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.7,278.15,101.0
CCCCn1cc[n+](C)c1.COc1ccccc1[B-](F)(F)F,0.7,308.1,101.325
CCCC[n+]1ccn(C)c1.[Cl-],0.7,333.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.699,288.13,101.325
CCCCCCCC/C=C\CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.699,283.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.698,288.13,101.325
CC(=O)O[B-](F)(F)OC(C)=O.CC[N+](CC)(CC)CC,0.698,283.15,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.695,278.15,101.325
CCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCC[n+]1ccn(CCC#N)c1,0.695,338.15,101.325
CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCN,0.695,303.15,101.0
CC(=O)N[C@H](C(=O)[O-])C(C)C.CCC[N+]1(C)CCOCC1,0.695,318.15,101.325
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.694,288.13,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.694,293.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.693,264.26,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.693,288.13,101.325
CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,0.693,313.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.693,293.15,101.325
CCCC[P+](CCCC)(CCCC)CCCC.O=C([O-])[C@@H]1CCCN1,0.693,303.15,101.325
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.691,283.15,61700.0
CCCCCC[n+]1ccn(C)c1C.O=[N+]([O-])c1cn[n-]c1,0.691,303.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.691,298.15,101.325
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.69,253.2,100.0
CCCC[n+]1ccccc1C.F[B-](F)(F)F,0.69,290.65,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.69,278.15,101.325
CCCC[N+]1(C)CCCC1.O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F,0.69,288.0,101.325
Brc1cccc2[n-]ncc12.CCCCCCCC[P+](CC)(CC)CC,0.69,302.3,101.0
CC(=O)O[B-](F)(F)OC(C)=O.CCn1cc[n+](C)c1,0.69,278.15,101.325
Brc1ccc2[n-]ncc2c1.CCCCCCCC[P+](CC)(CC)CC,0.69,303.2,101.0
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.69,293.15,101.325
CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.69,293.15,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.69,278.15,101.0
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.69,288.15,101.0
CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.689,273.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.688,264.25,100.0
COP(=O)([O-])OC.C[N+]1(CCO)CCCC1,0.687,303.15,100.0
CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CS(=O)(=O)[O-],0.686,308.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.685,298.15,22000.0
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.684,293.15,1000.0
CCCCCCCCCn1cc[n+](CCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.684,278.15,101.325
CCCCn1cc[nH+]c1.O=S(=O)([O-])O,0.684,313.15,101.325
CC(O)C(=O)[O-].CCCC[n+]1ccn(C)c1,0.684,303.15,101.325
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.683,308.15,101.0
CCCCCCCC[n+]1ccn(C)c1.O=P([O-])(O)OP(=O)(O)O,0.683,343.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.682,298.69,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.682,298.15,101.325
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.68,283.15,60500.0
C[n+]1ccn(CCCCCCO)c1.[Cl-],0.68,298.15,101.325
C[N+]1(CC(O)CO)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.68,308.1,101.325
CCCCCCCC[P+](CC)(CC)CC.N#Cc1ccc2cn[n-]c2c1,0.68,302.8,101.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.68,298.15,101.325
CCCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.678,288.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.677,273.15,45000.0
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.677,293.15,101.325
CCCC[P+](CCCC)(CCCC)CCCN.C[C@H](N)C(=O)[O-],0.677,298.15,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.676,278.15,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.673,288.15,100.0
CCCCCCCC[NH+]=C(N(C)C)N(C)C.Cl[Fe-](Cl)(Cl)Br,0.672,278.15,101.325
CCCC[n+]1ccn(C)c1.CCOS(=O)(=O)[O-],0.672,283.15,101.325
CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,0.67,313.15,101.325
Brc1ccc2cn[n-]c2c1.CCCCCCCC[P+](CC)(CC)CC,0.67,303.2,101.0
FC(F)(F)C(F)(F)CC[P+](CCCC)(CCCC)CCCC.[N-](C#N)C#N,0.67,298.15,101.325
CCOS(=O)(=O)[O-].CC[NH+]=C(N(C)C)N(C)C,0.67,293.15,100.0
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.669,283.15,12700.0
CCCC[P+](CC)(CCCC)CCCC.CCOP(=O)([O-])OCC,0.669,288.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.668,298.82,101.325
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.668,293.15,80.0
CCCCCCCC[N+]1(C)CCOCC1.N#C[N-]C#N,0.668,298.0,101.325
CCCCCCCC[n+]1cccc(C)c1.F[B-](F)(F)F,0.668,293.15,101.325
