mpK,Molecule1,Molecule2,YoN
433.65,Cn1n[n+](C)nc1N,O=[N+]([O-])[c-]1nnnn1,1
361.65,CN(C)c1ccccc1[N+]#N,F[B-](F)(F)F,1
441.65,Cc1cc(C)c(N2C=[N+](Cc3ccc4c(n3)C3CC(C4)C3(C)C)CC2)c(C)c1,F[B-](F)(F)F,1
484.15,Cc1cccc2c1-c1c(C)cccc1[NH2+]C(C)C(C)[NH2+]2,O=[N+]([O-])[O-],1
485.0,Nc1n[nH+]c(N)n1N,N(=N[c-]1nnnn1)[c-]1nnnn1,1
485.0,Nc1n[nH+]c(N)n1N,N(=Nc1nnn[n-]1)c1nnn[n-]1,1
468.65,C(=C1NCCN1)C1=[NH+]CCN1,F[P-](F)(F)(F)(F)F,1
452.65,CC1CCc2cc(F)ccc2[NH2+]1,CC12CCC(C(Br)C1=O)C2(C)CS(=O)(=O)[O-],1
373.0,Nc1ccc[nH+]c1,Cc1ccc(S(=O)(=O)[O-])cc1,1
382.65,CC[N+](CC)(CC)CC,O=C(Nc1ccccc1Cl)c1cc(Cl)cc(Br)c1[O-],1
438.15,c1ccc2[nH+]p[nH]c2c1,O=S(=O)([O-])C(F)(F)F,1
311.15,C[NH+](C)N,[N-]=[N+]=[N-],1
583.15,ON=Cc1cc[nH+]cc1,O=c1c([O-])c([O-])c1=O,1
312.9,CCn1cc[n+](C)c1,COP(=O)([O-])OC,1
478.15,Cc1cc(-c2ccncc2)nc(N)[nH+]1,O=C([O-])c1c(F)c(F)c(Br)c(F)c1F,1
429.15,CCOC(=O)C=CC1CCc2ccc3ccc[nH+]c3c2O1,F[B-](F)(F)F,1
401.15,NNC(N)=[NH2+],O=[N+]([O-])c1nnn(Cc2nnn[n-]2)n1,1
489.15,C[N+](C)(C)CCO,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1,1
467.15,[NH3+]C1CCCCC1,O=C([O-])CC(NC(=O)CP(=O)([O-])O)C(=O)[O-],1
463.15,[NH3+]C1CCCCC1,NC(=O)NC(CC(=O)[O-])C(=O)[O-],1
493.15,C1=C(C2CC2)C=[N+](c2ccccc2)CCN1c1ccccc1,[O-][Cl+3]([O-])([O-])[O-],1
405.65,C[N+](C)=CC=Cc1ccccc1,[O-][Cl+3]([O-])([O-])[O-],1
428.65,COc1ccc(C=CC=[N+](C)C)cc1,[O-][Cl+3]([O-])([O-])[O-],1
487.65,OC1(O)C2CSCC1C[NH+](Cc1ccccc1)C2,[O-][Cl+3]([O-])([O-])[O-],1
411.15,ON=C(Cl)c1cc[nH+]cc1O,O=[N+]([O-])[O-],1
384.15,c1cc2ccoc2c[nH+]1,O=[N+]([O-])C(=N[O-])c1ccncc1O,1
481.5,Nc1nc2c(ncn2C2C=CC(CO)C2)c(NC2CC2)[nH+]1,O=S(=O)([O-])[O-],1
381.15,CN1CC[NH+](C)B1N(c1ccccc1)c1ccccc1,O=S(=O)([O-])C(F)(F)F,1
458.65,Oc1ccc(O)c([S+]2CCCC2)c1,[O-][Cl+3]([O-])([O-])[O-],1
471.15,CC1(C)C2CCC1(NC(=O)C1CC(O)C[NH2+]1)C(O)C2,O=C([O-])C(F)(F)F,1
263.0,C[NH3+],F[As-](F)(F)(F)(F)F,1
390.65,CNC(N)=[NH2+],O=C[O-],1
435.15,CC[n+]1ccn(C)c1,Cl[P-](Cl)(Cl)(Cl)(Cl)Cl,1
352.15,CCCC[n+]1ccc(C)cc1,Cl[P-](Cl)(Cl)(Cl)(Cl)Cl,1
478.76,[NH3+]C(CO)C(O)c1ccccc1,O=C([O-])C=CC(=O)[O-],1
503.56,[NH3+]C(CO)C(O)c1ccc([N+](=O)[O-])cc1,O=C([O-])C(=O)[O-],1
452.0,NC(=[NH2+])NC(N)=O,O=[PH]([O-])O,1
408.15,C[N+]1(C#N)CCCC2CCCCC21,F[B-](F)(F)F,1
414.4,CC(C)C[S+]1Cc2ccccc2C1,[O-][Cl+3]([O-])([O-])[O-],1
434.15,CNC(=O)N(C)CN(C)C(=[OH+])NC,O=S(=O)([O-])C(F)(F)F,1
498.15,CC[N+](CC)(CC)CC,CC(C)(C)[Si-]12(Oc3ccccc3O1)Oc1ccccc1O2,1
493.15,CC[NH+](CC)CC,c1ccc([Si-]23(Oc4ccccc4O2)Oc2ccccc2O3)cc1,1
476.65,CC[NH+](CC)CC,CS(=O)(=O)c1ncc2c(n1)c([O-])c(C#N)c1nc3ccccc3c(=O)n12,1
488.15,CN(C)[S+](N(C)C)N(C)C,[O-]C(F)(F)F,1
576.15,[NH3+]CC(C[NH3+])(C[NH3+])C[NH3+],O=S(=O)([O-])[O-],1
539.65,NC(=[NH2+])c1ccccc1,O=P([O-])(c1ccccc1)c1ccccc1,1
557.65,Cc1ccc(C(N)=[NH2+])cc1,O=P([O-])(c1ccccc1)c1ccccc1,1
352.8999999999999,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1
520.0,Nc1cc[nH]c(=O)[nH+]1,CC(=Cc1ccccc1)C=C1SC(=S)N(CC(=O)[O-])C1=O,1
505.0,C[n+]1c2ccccc2c(C(=O)Oc2c(F)cccc2F)c2ccccc21,O=S(=O)([O-])C(F)(F)F,1
529.0,COc1ccc(C=NNC(N)=[NH2+])c(OC)c1,O=P([O-])(O)O,1
458.15,CC([NH3+])c1ccccc1,COc1ccc2cc(C(O)C(=O)[O-])ccc2c1,1
469.9,Cc1ccccc1C(C)[NH3+],COc1ccc2cc(C(O)C(=O)[O-])ccc2c1,1
485.25,CC([NH3+])c1ccc2ccccc2c1,COc1ccc2cc(C(O)C(=O)[O-])ccc2c1,1
455.15,C[N+](C)(C)C,COC(=O)c1c(C(=O)OC)c(C(=O)OC)[c-](C(=O)OC)c1C(=O)OC,1
543.65,CN(C)c1[nH+]c2ccccc2n1C,[O-][Cl+3]([O-])([O-])[O-],1
471.65,CNc1n(C)c2ccccc2[n+]1C,[O-][Cl+3]([O-])([O-])[O-],1
366.65,NCCCCC[NH3+],CCC(C)(C)O[Si]([S-])(OC(C)(C)CC)OC(C)(C)CC,1
272.15,c1cc[nH+]cc1,F[H-]F,1
465.65,CC([NH2+]C1CCCCc2ccccc21)c1ccccc1,[O-][Cl+3]([O-])([O-])[O-],1
397.15,CC(C)([NH3+])CO,CC(=CCCC1C(C)(C)C2CCC13CCC(C)C3(O)C2)C(=O)[O-],1
392.15,COc1cccc(CC2CC2c2ccccc2)c1-c1cccc[nH+]1,Cc1ccc(S(=O)(=O)[O-])cc1,1
380.15,Cc1cccc(C2(C3CC3)CC2)c1C1=[NH+]CCO1,Cc1ccc(S(=O)(=O)[O-])cc1,1
476.65,C[NH3+],CN1C(=O)NC(=O)C12OC(=O)[N-]C2=O,1
508.0,NC(=O)C1CC[NH2+]CC1,O=C([O-])c1ccncc1,1
477.0,NC(=O)C1CC[NH2+]CC1,O=C([O-])c1nccnc1C(=O)O,1
553.65,CC(C)(C)C1=[NH+]c2cccc3cccc(c23)N1,F[B-](F)(F)F,1
392.15,CCOC(=[N+]=C(OCC)c1ccccc1)c1ccccc1,F[B-](F)(F)F,1
431.0,CC([NH3+])C(=O)O,O=[N+]([O-])[O-],1
422.15,CN1CC(=O)[NH+]=C1N,O=C([O-])c1ccccc1,1
452.15,CN1CC(=O)[NH+]=C1N,O=C([O-])c1ccccc1O,1
422.15,CC(C)C(C)[NH3+],O=C([O-])C(O)c1ccccc1,1
454.65,C(=C1CCCN1)C(=[NH+]C1CCCC1C1CCCCC1)c1ccccc1,CS(=O)(=O)[O-],1
429.15,Cc1c(C)[n+](C(C)C)cn1C(C)C,CCOC(=O)[C-](C(=O)OCC)[N+](=O)[O-],1
442.65,CC1=C(C)[S+]C(=C2SC3=C(SCCS3)S2)S1,F[P-](F)(F)(F)(F)F,1
441.65,CN(C)C(=PC(N(C)C)=[N+](C)C)N(C)C,[O-][Cl+3]([O-])([O-])[O-],1
418.15,c1c([CH+]c2cc3c4c(c2)CCN4CCC3)cc2c3c1CCCN3CC2,F[B-](F)(F)F,1
415.65,c1c([CH+]c2cc3c4c(c2)CCCN4CCC3)cc2c3c1CCCN3CCC2,F[B-](F)(F)F,1
421.65,CN1CCc2cc([CH+]c3ccc4c(c3)CCN4C)ccc21,F[B-](F)(F)F,1
434.15,c1cc(N2CCCC2)ccc1[CH+]c1ccc(N2CCCC2)cc1,F[B-](F)(F)F,1
511.15,C[n+]1c2ccccc2c(Oc2c3ccccc3[n+](C)c3ccccc23)c2ccccc21,F[B-](F)(F)F,1
557.15,Nc1c([N+](=O)[O-])c(N)[n+](O)c(N)[n+]1O,O=C([O-])C(F)(F)F,1
405.65,C[NH+]1C(CCCO)CC2CCCCC21,O=C([O-])C(O)C(O)C(=O)O,1
453.15,O=C(Nc1cc[nH+]cc1)Nc1cc[nH+]cc1,O=C([O-])C1(C(=O)[O-])CCC1,1
455.15,O=C(Nc1cccnc1)Nc1ccc[nH+]c1,O=C([O-])C1(C(=O)O)CCC1,1
449.15,O=C(Nc1cccnc1)Nc1ccc[nH+]c1,O=C([O-])C=CC(=O)[O-],1
440.65,CC([NH3+])c1ccccc1,COc1cccc2c1C(COC(=O)c1ccccc1)(C(=O)[O-])CC2,1
391.65,CC(C)N1C(C)CC(C)[NH+]1C(C)C,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
459.15,COc1cc[n+]2c(c1C)CSn1c-2nc2ccccc21,F[B-](F)(F)F,1
499.15,C[N+]12CCCCC1C1CC(C2)C2CCCCN2C1,[O-][Cl+3]([O-])([O-])[O-],1
427.15,CC(C)P(c1n(C)cc[n+]1C)C(C)C,F[P-](F)(F)(F)(F)F,1
417.15,c1ccc[cH+]cc1,COC(=O)c1c(C(=O)OC)c(C(=O)OC)[c-](C(=O)OC)c1C(=O)OC,1
522.15,C[n+]1c2cccc1CCCCCCC2,[O-][Cl+3]([O-])([O-])[O-],1
409.15,C1CC[NH2+]CC1,Cc1cccc(NC(=O)C(C#N)=CC2=C([O-])CC(C)(C)CC2=O)c1,1
422.15,C[NH2+]C,O=C([O-])C(=O)O,1
477.15,CCN(CC)[P+]12N(C)C(=O)N(C)[P+]1(C)N(C)C(=O)N2C,O=S(=O)([O-])C(F)(F)F,1
479.15,O=[N+]([O-])c1ccc(-c2cn3ccccc3[o+]2)cc1,[N-]=C=S,1
435.15,CC1CCCC2N1C(=O)C1CCCC1[NH+]2C,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
566.15,C[N+](C)(C)C,c1ccc(B2OB(c3ccccc3)O[B-](c3ccccc3)(c3ccccc3)O2)cc1,1
356.65,Cn1cc[n+](OCc2ccccc2)c1,F[P-](F)(F)(F)(F)F,1
417.65,Cc1n(C)cc[n+]1O,Cc1ccc(S(=O)(=O)[O-])cc1,1
453.15,CC([NH3+])c1ccccc1,O=C(NC(C(=O)[O-])c1ccccc1)C(=O)NC(C(=O)[O-])c1ccccc1,1
440.15,COC(=O)C1=CC(C)[NH2+]C1c1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
463.0,Cc1nc2ccccc2[nH+]c1C,O=S(=O)([O-])c1ccc(Cl)cc1,1
420.65,C#CCC[n+]1ccccc1C#Cc1cccc[n+]1CCC#C,O=S(=O)([O-])C(F)(F)F,1
515.65,c1cc[n+]2c(c1)-c1c(ccc3c1-c1cccc[n+]1CC3)CC2,O=S(=O)([O-])C(F)(F)F,1
521.15,c1cc[n+]2c(c1)-c1c(ccc3c1-c1c4ccccc4cc[n+]1CC3)CC2,O=S(=O)([O-])C(F)(F)F,1
435.0,NC(=O)c1cc[nH+]cc1,CC([O-])=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1
434.0,[NH3+]CCO,CC([O-])=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1
422.0,OCC[NH2+]CCO,CC([O-])=C(C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,1
436.65,CN1C(=O)C(Cc2ccccc2)[N+](=CC=Cc2ccccc2)C1(C)C,F[P-](F)(F)(F)(F)F,1
567.15,COC(=O)c1cc2c[n+](C)c1CCc1cc(C(=O)OC)c([n+](C)c1)CC2,[O-][Cl+3]([O-])([O-])[O-],1
462.15,COc1cccc(C2(C)CCC[NH2+]C2)c1,O=C([O-])C(O)C(O)C(=O)O,1
438.15,c1cc[nH+]cc1,Cc1cc(Cl)ccc1[N-]C(C#N)=c1ccc(=C(C#N)C#N)cc1,1
409.15,N[NH3+],[N-]=[N+]=Nc1nnn[n-]1,1
463.65,CN(C)c1cccc2ccc3cccc([NH+](C)C)c3c12,[O-][Cl+3]([O-])([O-])[O-],1
473.65,C1CC2OC3C4CCCN3C3[NH2+]CCCC23C4C1,O=[N+]([O-])[O-],1
416.5,Cc1[nH+]c2ccccn2c(=O)c1CCCl,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
459.15,c1ccc2c(c1)OCC1CO[NH2+]C21,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2,1
459.15,[NH3+]c1cccc(O)c1,O=C([O-])c1ccc([N+](=O)[O-])cc1Cl,1
478.15,C[n+]1c2cccc1CCCCCC2,[O-][Cl+3]([O-])([O-])[O-],1
443.0,c1c[nH+]c[nH]1,Nc1ccc(C(=O)[O-])cc1,1
543.5,NC(N)=[NH2+],O=C([O-])c1ccc2ccccc2n1,1
470.5,O=C(O)c1ccc[nH+]c1,O=C([O-])C(O)C(O)C(=O)O,1
533.0,C[NH2+]C,Cn1c(=O)c2c(=O)c(C#N)c[n-]c2n(C)c1=O,1
471.15,C=CC1C[N+]2(CCCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,F[B-](F)(F)F,1
411.0,CC(CN1c2ccccc2CCc2ccccc21)C[NH+](C)C,O=C([O-])C=CC(=O)O,1
383.0,O=[N+]([O-])c1ccc(Cc2cccc[nH+]2)c([N+](=O)[O-])c1,O=C([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
514.0,NC(N)=[NH2+],O=C([O-])c1cccc([N+](=O)[O-])c1,1
443.0,NC(N)=[NH2+],O=C([O-])Cc1ccccc1,1
381.65,C1CCC([NH2+]C2CCCCC2)CC1,CCC(C)([C][C]C(C)O)C(=O)[O-],1
465.0,CCc1ccc([NH3+])cc1,Cc1ccc(S(=O)(=O)[O-])cc1,1
410.0,c1c[nH+]ccn1,O=S(=O)([O-])O,1
459.15,NC(N)=[S+]Cc1ccccc1,O=S(=O)([O-])c1ccc(Br)cc1,1
565.65,Cn1c(N2CCN3CCN4CC[N+](=C34)CC2)cc(=O)[nH]c1=O,[O-][Cl+3]([O-])([O-])[O-],1
423.15,COc1ccc(SCC=NNC(N)=[NH2+])cc1,O=S(=O)([O-])[O-],1
425.15,CC([NH3+])c1ccccc1,CCOP(=O)([O-])C(C)(O)c1ccccc1,1
441.15,CN(C)C(OC(=CC(=O)c1ccccc1)c1ccccc1)=[N+](C)C,O=S(=O)([O-])C(F)(F)F,1
387.65,CC[NH+](CC)CC,[O-][As](O)(=S)c1ccccc1,1
454.0,NC(=O)c1ccc[nH+]c1,NC(=O)C(=O)[O-],1
405.4,Nc1cccc(N)[nH+]1,O=C([O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
393.65,C1=CC2(CCCC2)[c+]2cccccc21,F[P-](F)(F)(F)(F)F,1
405.15,C1COCC[NH2+]1,[N-]=[N+]=[N-],1
332.15,N[NH+]1CCCCCC1,[N-]=[N+]=[N-],1
469.15,CCCC(N)=[NH2+],O=[N+]([O-])[O-],1
466.15,CCC(N)=[NH2+],O=[N+]([O-])[O-],1
463.15,CCCCC(N)=[NH2+],O=[N+]([O-])[O-],1
530.15,C=CC[n+]1cc2ccc3c[n+](CC=C)cc4ccc(c1)c2c34,[O-][Cl+3]([O-])([O-])[O-],1
418.15,C[n+]1ccc(N)cc1,O=S(=O)([O-])c1ccc(O)cc1,1
463.15,C[n+]1ccc(N)cc1,COc1ccc(S(=O)(=O)[O-])cc1,1
458.15,C[n+]1ccc(N)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,1
469.15,C[n+]1ccc(N)cc1,O=S(=O)([O-])c1ccc(Cl)cc1,1
472.15,C[n+]1ccc(N)cc1,O=S(=O)([O-])c1ccc(Br)cc1,1
384.15,C=CCN(CC=C)C(=O)C[S+](C)C1C2CCC(C)(C1OC)C2(C)C,[O-][Cl+3]([O-])([O-])[O-],1
484.15,NC(N)=[NH2+],O=C(O)c1cccc(S(=O)(=O)[O-])c1,1
492.65,Nc1ccc([N+](=O)[O-])c[nH+]1,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)[O-],1
478.65,Nc1ccc([N+](=O)[O-])c[nH+]1,Cc1ccc(S(=O)(=O)[O-])cc1,1
454.65,Nc1ccc([N+](=O)[O-])c[nH+]1,O=S(=O)([O-])c1ccc(Cl)cc1,1
475.15,Nc1ccc([N+](=O)[O-])c[nH+]1,O=S(=O)([O-])c1ccc(O)cc1,1
361.0,C[N+](C)(C)C,O[B-](C(F)(F)C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1
386.5,[NH3+]c1ccccc1,O=P[O-],1
397.0,NC(=[NH2+])N1CCCCC1,CCOC(=O)[O-],1
413.0,NC(=[NH2+])N1CCOCC1,CCOC(=O)[O-],1
408.15,N[NH3+],O=[N+]([O-])c1nn[n-]n1,1
485.15,NC(N)=[NH2+],O=[N+]([O-])c1nn[n-]n1,1
420.15,NNC(N)=[NH2+],O=[N+]([O-])c1nn[n-]n1,1
381.15,NNC(=[NH2+])NN,O=[N+]([O-])c1nn[n-]n1,1
369.15,NNC(NN)=[NH+]N,O=[N+]([O-])c1nn[n-]n1,1
447.0,CC(=O)c1cccc([NH3+])c1,O=P([O-])(O)O,1
425.0,CC(=O)c1cccc([NH3+])c1,O=[N+]([O-])[O-],1
397.15,N#Cc1ccc([N+]#N)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,1
398.15,N#[N+]c1ccc(I)cc1,Cc1ccc(S(=O)(=O)[O-])cc1,1
428.15,N#[N+]c1ccccc1[N+](=O)[O-],Cc1ccc(S(=O)(=O)[O-])cc1,1
459.65,c1ccc([I+]c2cccc3ccccc23)cc1,F[B-](F)(F)F,1
351.65,C1=N[N+](c2ccccc2)=CC1=P(c1ccccc1)(c1ccccc1)c1ccccc1,F[B-](F)(F)F,1
417.15,CN1C=CN(C)C1=C1C=N[N+](c2ccccc2)=C1,F[B-](F)(F)F,1
404.15,Cn1cc([S+](c2ccccc2)c2ccccc2)c2ccccc21,F[B-](F)(F)F,1
458.8,C[NH3+],O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1[O-],1
412.7,CC[NH+](CC)CC,O=C([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1
422.0,CSc1c2ccccc2[nH+]c2ccccc12,O=S(=O)([O-])C(F)(F)F,1
372.0,CCCCn1c(C)c(C)[n+](CCCC)c1C,F[P-](F)(F)(F)(F)F,1
441.15,CSc1ccc(C2C[NH+]3CCCC3c3ccccc32)cc1,O=C([O-])C(O)C(O)C(=O)O,1
463.15,CSc1ccc(C2C[NH+]3CCCC3c3ccccc32)cc1,[O-][Cl+3]([O-])([O-])[O-],1
463.65,CC(=CC1=[N+](C)c2ccccc2C1(C)C)C=C1N(C)c2ccccc2C1(C)C,F[B-](F)(F)F,1
521.65,CN1C(=CN=CC2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,F[B-](F)(F)F,1
462.55,CC1=[N+]2Nc3ccccc3C3(C)CCCC(C)(C)C23CC1,O=S(=O)([O-])C(F)(F)F,1
391.15,Cc1c(C)[n+](C)c(C)n1C,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
474.65,Cn1c(=O)c2c3cccc[cH+]c3sc2n(C)c1=O,F[B-](F)(F)F,1
496.0,C(=Cc1cc[nH+]cc1)c1cc[nH+]cc1,O=C([O-])C1CC(C(=O)O)CC(C(=O)O)C1,1
428.0,C[S+]1CCC2COC(C)(C)N2C(=O)C1,[O-][Cl+3]([O-])([O-])[O-],1
427.65,CCOC12C=CC(=O)CC1N1CCC[NH+]=C1CC2,O=S(=O)([O-])C(F)(F)F,1
433.0,CN(C)c1cc[nH+]cc1,O=[N+]([O-])c1ccc([O-])c([N+](=O)[O-])c1,1
501.65,Cc1cc(C)c(N(c2ccccn2)c2cccc[nH+]2)c(C)c1,F[B-](F)(F)F,1
496.15,CC(C)c1ccccc1N(c1ccccn1)c1cccc[nH+]1,F[B-](F)(F)F,1
486.65,c1c[nH+]c[nH]1,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1[O-],1
430.0,Nc1[nH]c2ccccc2[nH+]1,CCOC(=O)CC(=O)[O-],1
434.15,C[N+](C)(C)CC(O)CCl,O=C([O-])C(O)C(O)C(=O)[O-],1
377.65,C[N+]1(CC(=O)O)CCOCC1,O=C([O-])c1ccccc1O,1
423.0,CCC(C)n1c[n+](C(C)(C)C)nc1[N+](=O)[O-],[O-][Cl+3]([O-])([O-])[O-],1
361.15,O=[N+]([O-])c1ccccc1[I+]O,O=C([O-])C(F)(F)F,1
480.0,Cc1ccc2c[o+]c3ccc(C)cc3c2c1,F[B-](F)(F)F,1
562.6,OCC[NH+]1CCNCC1,O=c1c([O-])c([O-])c1=O,1
579.72,[NH3+]CCN1CCCCC1,O=c1c([O-])c([O-])c1=O,1
606.6,[NH3+]CCN1CCOCC1,O=c1c([O-])c([O-])c1=O,1
377.65,CC([NH3+])c1ccccc1,CCOP([O-])(=S)CC,1
402.15,C#CC[N+](CC)(CC)CC,O=S(=O)([O-])c1ccc(Br)cc1,1
419.15,c1c[nH+]c[nH]1,O=C([O-])C1(C(=O)O)CCC1,1
396.15,c1ccc2[nH+]c[nH]c2c1,O=C([O-])C1(C(=O)O)CCC1,1
350.15,CCCCCCCCCCCCCCn1cc[n+](C)c1,F[P-](F)(F)(F)(F)F,1
376.3,C[NH+](C)CCOC(c1ccccc1)c1ccccc1,Cn1c(=O)c2nc(Cl)[n-]c2n(C)c1=O,1
413.0,O=C(C[P+](c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,O=C([O-])C=CC(=O)O,1
499.5,OC1(c2ccc(Cl)cc2)CC[NH2+]CC1,O=C([O-])c1ccccc1,1
436.15,Nc1cccc(N)[nH+]1,CS(=O)(=O)[N-]S(C)(=O)=O,1
480.65,Nc1cc(=O)[nH]c(N)[nH+]1,CS(=O)(=O)[N-]S(C)(=O)=O,1
497.65,C1C[NH2+]CCN1,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,1
508.15,C1C[NH2+]CC[NH2+]1,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl,1
383.65,Cc1cncc[nH+]1,O=S1(=O)[C-](Br)S(=O)(=O)C(F)(F)C(F)(F)C1(F)F,1
354.0,NC(=[NH2+])SCCOC(F)(F)F,O=S(=O)([O-])C(F)(F)F,1
325.0,C[n+]1cc[nH]c1,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1
405.4,COC12CCC([NH2+]1)C1C=CCCC12,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
394.65,C1CCC([NH2+]C2CCCCC2)CC1,Nc1cc([N+](=O)[O-])ccc1C(=O)[O-],1
435.0,c1cc[n+](CC[n+]2ccccc2)cc1,[O-][I+2]([O-])[O-],1
517.15,Nc1nc2[nH]c3ccccc3c2c(-c2ccccc2)[nH+]1,O=[N+]([O-])[O-],1
484.65,Cn1c[n+](N)c2c3ccccc3ccc21,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
413.0,[NH3+]C1CCCCC1,COc1ccc(C(=O)[O-])cc1,1
572.0,C[n+]1ccccc1-c1cc(-c2ccccc2)cc(-c2cccc[nH+]2)n1,[O-][Cl+3]([O-])([O-])[O-],1
419.15,CC[N+]1=NN(c2ccccc2Cl)CC1,[O-][Cl+3]([O-])([O-])[O-],1
440.0,[NH3+]CCc1c[nH+]c[nH]1,O=C([O-])C(=O)[O-],1
366.0,OCC[NH+](CCO)CCO,O=C([O-])CSc1c[nH]c2ccccc12,1
454.65,Oc1cccc2ccc[nH+]c12,Nc1ccccc1S(=O)(=O)[O-],1
409.15,CC1(C)[N+](=O)C(c2ccccc2)=[N+]([O-])C1(C)C,O=S(=O)([O-])C(F)(F)F,1
388.15,CC1(C)[N+](=O)C(c2ccccc2)=[N+]([O-])C1(C)C,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
405.15,CC1(C)[NH+]=C(c2ccccc2)N(O)C1(C)C,O=S(=O)([O-])C(F)(F)F,1
584.0,Cc1cc2oc(-c3ccc(Cl)cc3)c[n+]2c2c1CCCCCC2,[O-][Cl+3]([O-])([O-])[O-],1
513.0,Cc1cc(C)n2cc(-c3ccc(Br)cc3)[o+]c2c1C#N,[O-][Cl+3]([O-])([O-])[O-],1
410.15,[2H]C([2H])([2H])[N+]1=CN(c2ccccc2C(C)(C)C)CC1C(C)C,F[P-](F)(F)(F)(F)F,1
313.0,CCCC[n+]1ccn(C)c1C,F[B-](F)(F)F,1
313.0,CCCC[n+]1ccn(C)c1C,F[P-](F)(F)(F)(F)F,1
479.15,CC1Sc2n(-c3ccccc3)nn[n+]2C1c1ccccc1,[O-][Cl+3]([O-])([O-])[O-],1
480.15,CC[NH+](CC)CC,O=C1O[P-]23(OC(=O)c4ccccc42)(OC(=O)c2ccccc23)c2ccccc21,1
473.15,CC[NH2+]CC,O=C([O-])c1ccccc1P(c1ccccc1)c1ccccc1,1
437.65,CC[NH2+]CC,O=C([O-])c1ccccc1P(=O)(c1ccccc1)c1ccccc1,1
498.15,CN(C)C(=[N+](C)C)P(=O)([O-])C(N(C)C)=[N+](C)C,[O-][Cl+3]([O-])([O-])[O-],1
521.5,CC1=CC(C)=[NH+]CCNC(C)=CC(C)=[NH+]CCN1,[O-][Cl+3]([O-])([O-])[O-],1
533.0,C1=CNC2CCC2[NH+]=CC=CNC2CCC2[NH+]=C1,[O-][Cl+3]([O-])([O-])[O-],1
490.65,CN(C)c1ccc(-c2ccc(-c3cc[n+](C)cc3)s2)s1,Cc1ccc(S(=O)(=O)[O-])cc1,1
408.15,Pc1cccc2cccc([PH3+])c12,O=S(=O)([O-])C(F)(F)F,1
461.0,O=C(c1ccco1)N1CC[NH2+]C2CCCCC21,O=C([O-])C(O)C(O)C(=O)O,1
436.0,CC([NH3+])c1ccccc1,CC(NP(=O)([O-])c1ccccc1)c1ccccc1,1
437.65,COC(C)=[NH+]C(C)(C)C[S+]1c2ccccc2Sc2ccccc21,[O-][Cl+3]([O-])([O-])[O-],1
419.15,CC1(C)N=[N+](c2ccccc2)C(=O)N1,F[B-](F)(F)F,1
421.65,CCC(=[NH+]C(C)(C)C[S+]1c2ccccc2Sc2ccccc21)OC,[O-][Cl+3]([O-])([O-])[O-],1
505.0,c1ccc2c(c1)C[NH2+]CCC[NH2+]Cc1ccccc1OCCCCO2,O=[N+]([O-])[O-],1
460.15,O=C(Cn1cc[nH+]c1)c1ccccc1,O=C([O-])c1cc([N+](=O)[O-])ccc1O,1
496.15,O=C(Cn1cc[nH+]c1)c1ccccc1,O=[N+]([O-])c1cc([N+](=O)[O-])c([O-])c([N+](=O)[O-])c1,1
410.15,CC(C)[NH2+]C(C)C,[BH3-]P(C)(=O)C(C)(C)C,1
